year,sex,indig,dist_sec,sc,grc,fam_n,min_dist,dist_cap,poor,progresa,hohedu,hohwag,welfare_index,hohsex,hohage,age,village,folnum,grc97,sc97
98,0,0,1.551,1,7,6,108.1043119433601,129.8054572494576,pobre,0,3,625,666,1,34,13,402,30665,6,1
97,1,0,1.551,1,2,6,108.1043119433601,129.8054572494576,pobre,0,3,625,666,1,34,8,402,30666,2,1
98,1,0,1.551,1,3,6,108.1043119433601,129.8054572494576,pobre,0,3,625,666,1,34,9,402,30666,2,1
97,0,0,1.551,1,4,7,108.1043119433601,129.8054572494576,pobre,0,0,1750,658.14001,1,54,12,402,30667,4,1
98,0,0,1.551,1,5,7,108.1043119433601,129.8054572494576,pobre,0,0,1750,658.14001,1,54,13,402,30667,4,1
97,1,0,1.551,1,2,7,108.1043119433601,129.8054572494576,pobre,0,0,1750,658.14001,1,54,10,402,30668,2,1
98,1,0,1.551,1,3,7,108.1043119433601,129.8054572494576,pobre,0,0,1750,658.14001,1,54,11,402,30668,2,1
97,1,0,1.551,1,3,7,108.1043119433601,129.8054572494576,pobre,0,4,1250,815.5,1,28,9,402,30669,3,1
98,1,0,1.551,1,4,7,108.1043119433601,129.8054572494576,pobre,0,4,1250,815.5,1,28,10,402,30669,3,1
97,1,0,1.551,,0,5,108.1043119433601,129.8054572494576,no pobre,0,0,625,826.81,1,63,7,402,30670,0,
98,1,0,1.551,,,5,108.1043119433601,129.8054572494576,no pobre,0,0,625,826.81,1,63,8,402,30670,0,
97,0,0,1.551,,0,3,108.1043119433601,129.8054572494576,pobre,0,9,2000,766.14001,1,28,6,402,30671,0,
98,0,0,1.551,1,2,3,108.1043119433601,129.8054572494576,pobre,0,9,2000,766.14001,1,28,7,402,30671,0,
97,1,0,1.551,1,4,5,108.1043119433601,129.8054572494576,pobre,0,6,625,746.5,1,53,12,402,30672,4,1
98,1,0,1.551,0,4,5,108.1043119433601,129.8054572494576,pobre,0,6,625,746.5,1,53,13,402,30672,4,1
97,1,0,1.551,1,2,5,108.1043119433601,129.8054572494576,pobre,0,6,625,746.5,1,53,10,402,30673,2,1
98,1,0,1.551,,,5,108.1043119433601,129.8054572494576,pobre,0,6,625,746.5,1,53,11,402,30673,2,1
97,0,0,1.551,0,9,6,108.1043119433601,129.8054572494576,pobre,0,6,625,761.5,1,63,15,402,30674,9,0
98,0,0,1.551,0,9,6,108.1043119433601,129.8054572494576,pobre,0,6,625,761.5,1,63,16,402,30674,9,0
97,1,0,1.551,1,6,5,108.1043119433601,129.8054572494576,pobre,0,0,625,677,1,32,12,402,30675,6,1
98,1,0,1.551,1,7,5,108.1043119433601,129.8054572494576,pobre,0,0,625,677,1,32,13,402,30675,6,1
97,1,0,1.551,1,5,5,108.1043119433601,129.8054572494576,pobre,0,0,625,677,1,32,10,402,30676,5,1
98,1,0,1.551,1,6,5,108.1043119433601,129.8054572494576,pobre,0,0,625,677,1,32,11,402,30676,5,1
97,1,0,1.396,1,3,4,128.1428726116635,182.1810197844595,no pobre,basal,4,2000,1056,1,44,14,447,30677,3,1
98,1,0,1.396,1,9,4,128.1428726116635,182.1810197844595,no pobre,basal,4,2000,1056,1,44,15,447,30677,3,1
97,0,0,1.396,1,4,5,128.1428726116635,182.1810197844595,no pobre,basal,3,750,918.5,1,53,9,447,30678,4,1
98,0,0,1.396,1,5,5,128.1428726116635,182.1810197844595,no pobre,basal,3,750,918.5,1,53,10,447,30678,4,1
97,1,0,1.396,1,10,5,128.1428726116635,182.1810197844595,pobre,basal,0,1200,800,1,57,16,447,30679,10,1
98,1,0,1.396,,,5,128.1428726116635,182.1810197844595,pobre,basal,0,1200,800,1,57,17,447,30679,10,1
97,0,0,1.396,1,6,6,128.1428726116635,182.1810197844595,pobre,basal,13,3200,794,1,36,11,447,30680,6,1
98,0,0,1.396,1,7,6,128.1428726116635,182.1810197844595,pobre,basal,13,3200,794,1,36,12,447,30680,6,1
97,0,0,1.396,1,4,6,128.1428726116635,182.1810197844595,pobre,basal,13,3200,794,1,36,10,447,30681,4,1
98,0,0,1.396,1,5,6,128.1428726116635,182.1810197844595,pobre,basal,13,3200,794,1,36,11,447,30681,4,1
97,0,0,1.396,1,1,6,128.1428726116635,182.1810197844595,pobre,basal,13,3200,794,1,36,7,447,30682,1,1
98,0,0,1.396,1,2,6,128.1428726116635,182.1810197844595,pobre,basal,13,3200,794,1,36,8,447,30682,1,1
97,0,0,1.396,1,1,6,128.1428726116635,182.1810197844595,pobre,basal,13,3200,794,1,36,7,447,30683,1,1
98,0,0,1.396,1,2,6,128.1428726116635,182.1810197844595,pobre,basal,13,3200,794,1,36,8,447,30683,1,1
97,0,0,1.396,0,6,7,128.1428726116635,182.1810197844595,pobre,basal,3,500,545,1,75,13,447,30684,6,0
98,0,0,1.396,1,6,7,128.1428726116635,182.1810197844595,pobre,basal,3,500,545,1,75,14,447,30684,6,0
97,0,0,1.396,1,3,7,128.1428726116635,182.1810197844595,pobre,basal,3,500,545,1,75,10,447,30685,3,1
98,0,0,1.396,1,4,7,128.1428726116635,182.1810197844595,pobre,basal,3,500,545,1,75,11,447,30685,3,1
97,1,0,1.396,1,2,7,128.1428726116635,182.1810197844595,pobre,basal,3,500,545,1,75,8,447,30686,2,1
98,1,0,1.396,1,3,7,128.1428726116635,182.1810197844595,pobre,basal,3,500,545,1,75,9,447,30686,2,1
97,0,0,1.396,1,2,6,128.1428726116635,182.1810197844595,pobre,basal,2,0,682,1,70,8,447,30687,2,1
98,0,0,1.396,1,3,6,128.1428726116635,182.1810197844595,pobre,basal,2,0,682,1,70,9,447,30687,2,1
97,0,0,1.396,1,8,6,128.1428726116635,182.1810197844595,pobre,basal,2,0,682,1,70,13,447,30688,8,1
98,0,0,1.396,1,8,6,128.1428726116635,182.1810197844595,pobre,basal,2,0,682,1,70,14,447,30688,8,1
97,1,0,1.396,1,3,6,128.1428726116635,182.1810197844595,pobre,basal,2,0,682,1,70,9,447,30689,3,1
98,1,0,1.396,1,4,6,128.1428726116635,182.1810197844595,pobre,basal,2,0,682,1,70,10,447,30689,3,1
97,1,0,1.396,1,2,5,128.1428726116635,182.1810197844595,pobre,basal,9,625,634.5,1,27,9,447,30690,2,1
98,1,0,1.396,1,3,5,128.1428726116635,182.1810197844595,pobre,basal,9,625,634.5,1,27,10,447,30690,2,1
97,0,0,1.396,1,1,5,128.1428726116635,182.1810197844595,pobre,basal,9,625,634.5,1,27,7,447,30691,1,1
98,0,0,1.396,1,2,5,128.1428726116635,182.1810197844595,pobre,basal,9,625,634.5,1,27,8,447,30691,1,1
97,1,0,1.396,1,10,8,128.1428726116635,182.1810197844595,pobre,basal,2,625,842,1,51,15,447,30692,10,1
98,1,0,1.396,1,9,8,128.1428726116635,182.1810197844595,pobre,basal,2,625,842,1,51,16,447,30692,10,1
97,1,0,1.396,1,1,6,128.1428726116635,182.1810197844595,pobre,basal,6,500,467,1,25,8,447,30693,1,1
98,1,0,1.396,1,2,6,128.1428726116635,182.1810197844595,pobre,basal,6,500,467,1,25,9,447,30693,1,1
97,0,0,1.396,1,1,6,128.1428726116635,182.1810197844595,pobre,basal,6,500,467,1,25,7,447,30694,1,1
98,0,0,1.396,1,2,6,128.1428726116635,182.1810197844595,pobre,basal,6,500,467,1,25,8,447,30694,1,1
97,0,0,1.396,1,3,5,128.1428726116635,182.1810197844595,pobre,basal,9,680,829,1,29,8,447,30695,3,1
98,0,0,1.396,1,4,5,128.1428726116635,182.1810197844595,pobre,basal,9,680,829,1,29,9,447,30695,3,1
97,0,0,1.396,1,2,5,128.1428726116635,182.1810197844595,pobre,basal,9,680,829,1,29,7,447,30696,2,1
98,0,0,1.396,1,3,5,128.1428726116635,182.1810197844595,pobre,basal,9,680,829,1,29,8,447,30696,2,1
97,1,0,1.396,1,8,8,128.1428726116635,182.1810197844595,pobre,basal,1,625,730.66998,1,47,13,447,30697,8,1
98,1,0,1.396,1,8,8,128.1428726116635,182.1810197844595,pobre,basal,1,625,730.66998,1,47,14,447,30697,8,1
97,0,0,1.396,1,6,8,128.1428726116635,182.1810197844595,pobre,basal,1,625,730.66998,1,47,11,447,30698,6,1
98,0,0,1.396,1,6,8,128.1428726116635,182.1810197844595,pobre,basal,1,625,730.66998,1,47,12,447,30698,6,1
97,1,0,1.396,1,1,8,128.1428726116635,182.1810197844595,pobre,basal,1,625,730.66998,1,47,8,447,30699,1,1
98,1,0,1.396,1,2,8,128.1428726116635,182.1810197844595,pobre,basal,1,625,730.66998,1,47,9,447,30699,1,1
97,0,0,1.396,1,7,8,128.1428726116635,182.1810197844595,pobre,basal,3,0,593,1,48,13,447,30700,7,1
98,0,0,1.396,1,8,8,128.1428726116635,182.1810197844595,pobre,basal,3,0,593,1,48,14,447,30700,7,1
97,1,0,1.396,1,4,8,128.1428726116635,182.1810197844595,pobre,basal,3,0,593,1,48,10,447,30701,4,1
98,1,0,1.396,1,5,8,128.1428726116635,182.1810197844595,pobre,basal,3,0,593,1,48,11,447,30701,4,1
97,1,0,1.396,1,3,4,128.1428726116635,182.1810197844595,pobre,basal,2,500,720,1,46,8,447,30702,3,1
98,1,0,1.396,1,4,4,128.1428726116635,182.1810197844595,pobre,basal,2,500,720,1,46,9,447,30702,3,1
97,1,0,1.396,1,7,8,128.1428726116635,182.1810197844595,pobre,basal,3,0,533,1,53,14,447,30703,7,1
98,1,0,1.396,,,8,128.1428726116635,182.1810197844595,pobre,basal,3,0,533,1,53,15,447,30703,7,1
97,0,0,1.396,1,8,8,128.1428726116635,182.1810197844595,pobre,basal,3,0,533,1,53,13,447,30704,8,1
98,0,0,1.396,1,8,8,128.1428726116635,182.1810197844595,pobre,basal,3,0,533,1,53,14,447,30704,8,1
97,1,0,1.396,1,3,8,128.1428726116635,182.1810197844595,pobre,basal,3,0,533,1,53,10,447,30705,3,1
98,1,0,1.396,1,4,8,128.1428726116635,182.1810197844595,pobre,basal,3,0,533,1,53,11,447,30705,3,1
97,0,0,1.396,1,2,8,128.1428726116635,182.1810197844595,pobre,basal,3,0,533,1,53,7,447,30706,2,1
98,0,0,1.396,1,3,8,128.1428726116635,182.1810197844595,pobre,basal,3,0,533,1,53,8,447,30706,2,1
97,1,0,1.396,0,3,7,128.1428726116635,182.1810197844595,pobre,basal,0,625,694.33002,1,48,15,447,30707,3,0
98,1,0,1.396,0,3,7,128.1428726116635,182.1810197844595,pobre,basal,0,625,694.33002,1,48,16,447,30707,3,0
97,1,0,1.396,1,5,7,128.1428726116635,182.1810197844595,pobre,basal,0,625,694.33002,1,48,11,447,30708,5,1
98,1,0,1.396,1,5,7,128.1428726116635,182.1810197844595,pobre,basal,0,625,694.33002,1,48,12,447,30708,5,1
97,1,0,1.396,1,3,7,128.1428726116635,182.1810197844595,pobre,basal,0,625,694.33002,1,48,9,447,30709,3,1
98,1,0,1.396,1,3,7,128.1428726116635,182.1810197844595,pobre,basal,0,625,694.33002,1,48,10,447,30709,3,1
97,1,0,1.396,1,1,3,128.1428726116635,182.1810197844595,pobre,basal,6,625,727,1,31,6,447,30710,1,1
98,1,0,1.396,1,2,3,128.1428726116635,182.1810197844595,pobre,basal,6,625,727,1,31,7,447,30710,1,1
97,1,0,1.396,0,10,5,128.1428726116635,182.1810197844595,pobre,basal,9,600,891.66998,1,35,16,447,30711,10,0
98,1,0,1.396,,,5,128.1428726116635,182.1810197844595,pobre,basal,9,600,891.66998,1,35,17,447,30711,10,0
97,1,0,1.396,0,8,5,128.1428726116635,182.1810197844595,pobre,basal,9,600,891.66998,1,35,15,447,30712,8,0
98,1,0,1.396,1,10,5,128.1428726116635,182.1810197844595,pobre,basal,9,600,891.66998,1,35,16,447,30712,8,0
97,0,0,1.396,1,1,5,128.1428726116635,182.1810197844595,pobre,basal,9,600,891.66998,1,35,6,447,30713,1,1
98,0,0,1.396,1,2,5,128.1428726116635,182.1810197844595,pobre,basal,9,600,891.66998,1,35,7,447,30713,1,1
97,1,0,1.396,0,9,4,128.1428726116635,182.1810197844595,pobre,basal,0,625,698,1,75,16,447,30714,9,0
98,1,0,1.396,,,4,128.1428726116635,182.1810197844595,pobre,basal,0,625,698,1,75,17,447,30714,9,0
97,1,0,1.396,1,7,4,128.1428726116635,182.1810197844595,pobre,basal,0,625,698,1,75,13,447,30715,7,1
98,1,0,1.396,1,,4,128.1428726116635,182.1810197844595,pobre,basal,0,625,698,1,75,14,447,30715,7,1
97,0,0,1.396,1,9,6,128.1428726116635,182.1810197844595,no pobre,basal,3,625,952.5,1,62,13,447,30716,9,1
98,0,0,1.396,0,9,6,128.1428726116635,182.1810197844595,no pobre,basal,3,625,952.5,1,62,14,447,30716,9,1
97,1,0,1.396,0,2,5,128.1428726116635,182.1810197844595,pobre,basal,3,625,727.66998,1,40,16,447,30717,2,0
98,1,0,1.396,,,5,128.1428726116635,182.1810197844595,pobre,basal,3,625,727.66998,1,40,17,447,30717,2,0
97,1,0,1.396,1,7,5,128.1428726116635,182.1810197844595,pobre,basal,3,625,727.66998,1,40,14,447,30718,7,1
98,1,0,1.396,1,8,5,128.1428726116635,182.1810197844595,pobre,basal,3,625,727.66998,1,40,15,447,30718,7,1
97,0,0,1.396,1,11,4,128.1428726116635,182.1810197844595,no pobre,basal,3,625,874,1,34,15,447,30719,11,1
98,0,0,1.396,1,10,4,128.1428726116635,182.1810197844595,no pobre,basal,3,625,874,1,34,16,447,30719,11,1
97,0,0,1.396,1,2,4,128.1428726116635,182.1810197844595,no pobre,basal,3,625,874,1,34,7,447,30720,2,1
98,0,0,1.396,1,2,4,128.1428726116635,182.1810197844595,no pobre,basal,3,625,874,1,34,8,447,30720,2,1
97,0,0,1.396,1,10,5,128.1428726116635,182.1810197844595,pobre,basal,2,625,723.25,1,60,15,447,30721,10,1
98,0,0,1.396,,,5,128.1428726116635,182.1810197844595,pobre,basal,2,625,723.25,1,60,16,447,30721,10,1
97,1,0,1.396,1,7,5,128.1428726116635,182.1810197844595,pobre,basal,2,625,723.25,1,60,13,447,30722,7,1
98,1,0,1.396,1,8,5,128.1428726116635,182.1810197844595,pobre,basal,2,625,723.25,1,60,14,447,30722,7,1
97,1,0,1.396,1,10,5,128.1428726116635,182.1810197844595,pobre,basal,3,625,715,1,36,16,447,30723,10,1
98,1,0,1.396,,,5,128.1428726116635,182.1810197844595,pobre,basal,3,625,715,1,36,17,447,30723,10,1
97,0,0,1.396,1,6,5,128.1428726116635,182.1810197844595,pobre,basal,3,625,715,1,36,12,447,30724,6,1
98,0,0,1.396,1,7,5,128.1428726116635,182.1810197844595,pobre,basal,3,625,715,1,36,13,447,30724,6,1
97,1,0,1.396,1,3,4,128.1428726116635,182.1810197844595,pobre,basal,3,625,732,1,37,8,447,30725,3,1
98,1,0,1.396,1,3,4,128.1428726116635,182.1810197844595,pobre,basal,3,625,732,1,37,9,447,30725,3,1
97,1,0,1.396,1,9,6,128.1428726116635,182.1810197844595,pobre,basal,6,600,744,1,41,15,447,30726,9,1
98,1,0,1.396,0,9,6,128.1428726116635,182.1810197844595,pobre,basal,6,600,744,1,41,16,447,30726,9,1
97,1,0,1.396,1,5,5,128.1428726116635,182.1810197844595,pobre,basal,5,625,650,1,32,9,447,30727,5,1
98,1,0,1.396,1,5,5,128.1428726116635,182.1810197844595,pobre,basal,5,625,650,1,32,10,447,30727,5,1
97,0,0,1.396,1,3,5,128.1428726116635,182.1810197844595,pobre,basal,5,625,650,1,32,8,447,30728,3,1
98,0,0,1.396,1,3,5,128.1428726116635,182.1810197844595,pobre,basal,5,625,650,1,32,9,447,30728,3,1
97,1,0,1.396,1,4,5,128.1428726116635,182.1810197844595,pobre,basal,3,625,690,1,33,9,447,30729,4,1
98,1,0,1.396,1,4,5,128.1428726116635,182.1810197844595,pobre,basal,3,625,690,1,33,10,447,30729,4,1
97,0,0,1.396,1,3,5,128.1428726116635,182.1810197844595,pobre,basal,3,625,690,1,33,8,447,30730,3,1
98,0,0,1.396,1,3,5,128.1428726116635,182.1810197844595,pobre,basal,3,625,690,1,33,9,447,30730,3,1
97,1,0,1.396,1,1,5,128.1428726116635,182.1810197844595,pobre,basal,3,625,690,1,33,6,447,30731,1,1
98,1,0,1.396,,,5,128.1428726116635,182.1810197844595,pobre,basal,3,625,690,1,33,7,447,30731,1,1
97,0,0,1.396,1,8,7,128.1428726116635,182.1810197844595,pobre,basal,1,1000,770.63,1,73,14,447,30732,8,1
98,0,0,1.396,1,8,7,128.1428726116635,182.1810197844595,pobre,basal,1,1000,770.63,1,73,15,447,30732,8,1
97,1,0,1.396,0,9,5,128.1428726116635,182.1810197844595,pobre,basal,1,800,782.66998,1,57,15,447,30733,9,0
98,1,0,1.396,0,8,5,128.1428726116635,182.1810197844595,pobre,basal,1,800,782.66998,1,57,16,447,30733,9,0
97,1,0,1.396,1,7,5,128.1428726116635,182.1810197844595,pobre,basal,1,800,782.66998,1,57,13,447,30734,7,1
98,1,0,1.396,1,7,5,128.1428726116635,182.1810197844595,pobre,basal,1,800,782.66998,1,57,14,447,30734,7,1
97,0,0,1.396,1,5,7,128.1428726116635,182.1810197844595,pobre,basal,3,625,603,1,35,10,447,30735,5,1
98,0,0,1.396,1,5,7,128.1428726116635,182.1810197844595,pobre,basal,3,625,603,1,35,11,447,30735,5,1
97,1,0,1.396,1,2,7,128.1428726116635,182.1810197844595,pobre,basal,3,625,603,1,35,8,447,30736,2,1
98,1,0,1.396,1,3,7,128.1428726116635,182.1810197844595,pobre,basal,3,625,603,1,35,9,447,30736,2,1
97,0,0,1.396,1,2,7,128.1428726116635,182.1810197844595,pobre,basal,3,625,603,1,35,7,447,30737,2,1
98,0,0,1.396,1,1,7,128.1428726116635,182.1810197844595,pobre,basal,3,625,603,1,35,8,447,30737,2,1
97,0,1,2.3529999,0,6,10,130.9699916805379,192.799208620838,pobre,0,2,625,337,1,40,16,446,30738,6,0
98,0,1,2.3529999,,,10,130.9699916805379,192.799208620838,pobre,0,2,625,337,1,40,17,446,30738,6,0
97,0,1,2.3529999,0,2,10,130.9699916805379,192.799208620838,pobre,0,2,625,337,1,40,14,446,30739,2,0
98,0,1,2.3529999,0,2,10,130.9699916805379,192.799208620838,pobre,0,2,625,337,1,40,15,446,30739,2,0
97,0,1,2.3529999,1,4,10,130.9699916805379,192.799208620838,pobre,0,2,625,337,1,40,13,446,30740,4,1
98,0,1,2.3529999,1,4,10,130.9699916805379,192.799208620838,pobre,0,2,625,337,1,40,14,446,30740,4,1
97,1,1,2.3529999,1,3,10,130.9699916805379,192.799208620838,pobre,0,2,625,337,1,40,11,446,30741,3,1
98,1,1,2.3529999,1,3,10,130.9699916805379,192.799208620838,pobre,0,2,625,337,1,40,12,446,30741,3,1
97,1,1,2.3529999,1,1,10,130.9699916805379,192.799208620838,pobre,0,2,625,337,1,40,8,446,30742,1,1
98,1,1,2.3529999,1,3,10,130.9699916805379,192.799208620838,pobre,0,2,625,337,1,40,9,446,30742,1,1
97,1,1,2.3529999,1,0,10,130.9699916805379,192.799208620838,pobre,0,2,625,337,1,40,6,446,30743,0,1
98,1,1,2.3529999,1,0,10,130.9699916805379,192.799208620838,pobre,0,2,625,337,1,40,7,446,30743,0,1
97,1,0,2.3529999,1,2,5,130.9699916805379,192.799208620838,pobre,0,0,750,894.5,1,70,7,446,30744,2,1
98,1,0,2.3529999,1,2,5,130.9699916805379,192.799208620838,pobre,0,0,750,894.5,1,70,8,446,30744,2,1
97,0,0,2.3529999,1,9,6,130.9699916805379,192.799208620838,pobre,0,4,625,816,1,46,13,446,30745,9,1
98,0,0,2.3529999,1,9,6,130.9699916805379,192.799208620838,pobre,0,4,625,816,1,46,14,446,30745,9,1
97,0,0,2.3529999,1,7,6,130.9699916805379,192.799208620838,pobre,0,4,625,816,1,46,12,446,30746,7,1
98,0,0,2.3529999,1,7,6,130.9699916805379,192.799208620838,pobre,0,4,625,816,1,46,13,446,30746,7,1
97,1,0,2.3529999,1,5,6,130.9699916805379,192.799208620838,pobre,0,4,625,816,1,46,11,446,30747,5,1
98,1,0,2.3529999,1,5,6,130.9699916805379,192.799208620838,pobre,0,4,625,816,1,46,12,446,30747,5,1
97,1,1,2.3529999,1,2,5,130.9699916805379,192.799208620838,pobre,0,2,625,655,1,39,9,446,30748,2,1
98,1,1,2.3529999,,,5,130.9699916805379,192.799208620838,pobre,0,2,625,655,1,39,10,446,30748,2,1
97,1,1,2.3529999,1,1,5,130.9699916805379,192.799208620838,pobre,0,2,625,655,1,39,7,446,30749,1,1
98,1,1,2.3529999,,,5,130.9699916805379,192.799208620838,pobre,0,2,625,655,1,39,8,446,30749,1,1
97,1,1,2.3529999,1,3,3,130.9699916805379,192.799208620838,pobre,0,3,625,757,1,40,8,446,30750,3,1
98,1,1,2.3529999,1,2,3,130.9699916805379,192.799208620838,pobre,0,3,625,757,1,40,9,446,30750,3,1
97,1,1,2.3529999,1,5,5,130.9699916805379,192.799208620838,pobre,0,12,960,718,1,36,11,446,30751,5,1
98,1,1,2.3529999,1,6,5,130.9699916805379,192.799208620838,pobre,0,12,960,718,1,36,12,446,30751,5,1
97,0,1,2.3529999,1,1,5,130.9699916805379,192.799208620838,pobre,0,12,960,718,1,36,6,446,30752,1,1
98,0,1,2.3529999,1,1,5,130.9699916805379,192.799208620838,pobre,0,12,960,718,1,36,7,446,30752,1,1
97,1,0,2.3529999,1,2,5,130.9699916805379,192.799208620838,no pobre,0,16,2400,763,1,36,8,446,30753,2,1
98,1,0,2.3529999,1,2,5,130.9699916805379,192.799208620838,no pobre,0,16,2400,763,1,36,9,446,30753,2,1
97,0,0,2.3529999,1,0,5,130.9699916805379,192.799208620838,no pobre,0,16,2400,763,1,36,7,446,30754,0,1
98,0,0,2.3529999,1,0,5,130.9699916805379,192.799208620838,no pobre,0,16,2400,763,1,36,8,446,30754,0,1
97,0,1,2.3529999,1,3,5,130.9699916805379,192.799208620838,pobre,0,9,625,678,1,34,9,446,30755,3,1
98,0,1,2.3529999,1,4,5,130.9699916805379,192.799208620838,pobre,0,9,625,678,1,34,10,446,30755,3,1
97,0,1,2.3529999,1,1,5,130.9699916805379,192.799208620838,pobre,0,9,625,678,1,34,7,446,30756,1,1
98,0,1,2.3529999,1,2,5,130.9699916805379,192.799208620838,pobre,0,9,625,678,1,34,8,446,30756,1,1
97,0,0,2.3529999,1,1,5,130.9699916805379,192.799208620838,pobre,0,12,2600,709,1,30,7,446,30757,1,1
98,0,0,2.3529999,1,1,5,130.9699916805379,192.799208620838,pobre,0,12,2600,709,1,30,8,446,30757,1,1
97,0,1,2.3529999,1,8,9,130.9699916805379,192.799208620838,pobre,0,3,1000,747.25,1,44,16,446,30758,8,1
98,0,1,2.3529999,,,9,130.9699916805379,192.799208620838,pobre,0,3,1000,747.25,1,44,17,446,30758,8,1
97,1,0,2.3529999,1,3,9,130.9699916805379,192.799208620838,pobre,0,3,1000,747.25,1,44,13,446,30759,3,1
98,1,0,2.3529999,0,3,9,130.9699916805379,192.799208620838,pobre,0,3,1000,747.25,1,44,14,446,30759,3,1
97,1,1,2.3529999,1,3,9,130.9699916805379,192.799208620838,pobre,0,3,1000,747.25,1,44,9,446,30760,3,1
98,1,1,2.3529999,1,3,9,130.9699916805379,192.799208620838,pobre,0,3,1000,747.25,1,44,10,446,30760,3,1
97,1,1,2.3529999,1,1,9,130.9699916805379,192.799208620838,pobre,0,3,1000,747.25,1,44,6,446,30761,1,1
98,1,1,2.3529999,1,0,9,130.9699916805379,192.799208620838,pobre,0,3,1000,747.25,1,44,7,446,30761,1,1
97,0,0,2.3529999,1,6,4,130.9699916805379,192.799208620838,pobre,0,2,1000,742,1,50,12,446,30762,6,1
98,0,0,2.3529999,,,4,130.9699916805379,192.799208620838,pobre,0,2,1000,742,1,50,13,446,30762,6,1
97,0,0,2.3529999,1,1,4,130.9699916805379,192.799208620838,pobre,0,2,1000,742,1,50,7,446,30763,1,1
98,0,0,2.3529999,,,4,130.9699916805379,192.799208620838,pobre,0,2,1000,742,1,50,8,446,30763,1,1
97,1,1,2.3529999,1,7,6,130.9699916805379,192.799208620838,pobre,0,1,625,665,1,40,16,446,30764,7,1
98,1,1,2.3529999,,,6,130.9699916805379,192.799208620838,pobre,0,1,625,665,1,40,17,446,30764,7,1
97,0,1,2.3529999,1,5,6,130.9699916805379,192.799208620838,pobre,0,1,625,665,1,40,12,446,30765,5,1
98,0,1,2.3529999,1,6,6,130.9699916805379,192.799208620838,pobre,0,1,625,665,1,40,13,446,30765,5,1
97,0,1,2.3529999,1,1,6,130.9699916805379,192.799208620838,pobre,0,1,625,665,1,40,7,446,30766,1,1
98,0,1,2.3529999,1,1,6,130.9699916805379,192.799208620838,pobre,0,1,625,665,1,40,8,446,30766,1,1
97,0,0,2.3529999,1,10,7,130.9699916805379,192.799208620838,pobre,0,2,333.33334,776.5,1,59,16,446,30767,10,1
98,0,0,2.3529999,,,7,130.9699916805379,192.799208620838,pobre,0,2,333.33334,776.5,1,59,17,446,30767,10,1
97,0,0,2.3529999,1,6,7,130.9699916805379,192.799208620838,pobre,0,2,333.33334,776.5,1,59,12,446,30768,6,1
98,0,0,2.3529999,1,6,7,130.9699916805379,192.799208620838,pobre,0,2,333.33334,776.5,1,59,13,446,30768,6,1
97,0,0,2.3529999,1,6,7,130.9699916805379,192.799208620838,pobre,0,2,333.33334,776.5,1,59,12,446,30769,6,1
98,0,0,2.3529999,1,6,7,130.9699916805379,192.799208620838,pobre,0,2,333.33334,776.5,1,59,13,446,30769,6,1
97,0,0,2.3529999,1,8,6,130.9699916805379,192.799208620838,pobre,0,4,600,779,1,36,13,446,30770,8,1
98,0,0,2.3529999,1,8,6,130.9699916805379,192.799208620838,pobre,0,4,600,779,1,36,14,446,30770,8,1
97,0,0,2.3529999,1,5,6,130.9699916805379,192.799208620838,pobre,0,4,600,779,1,36,11,446,30771,5,1
98,0,0,2.3529999,1,5,6,130.9699916805379,192.799208620838,pobre,0,4,600,779,1,36,12,446,30771,5,1
97,0,0,2.3529999,1,2,6,130.9699916805379,192.799208620838,pobre,0,4,600,779,1,36,8,446,30772,2,1
98,0,0,2.3529999,1,2,6,130.9699916805379,192.799208620838,pobre,0,4,600,779,1,36,9,446,30772,2,1
97,1,0,2.3529999,1,0,6,130.9699916805379,192.799208620838,pobre,0,4,600,779,1,36,6,446,30773,0,1
98,1,0,2.3529999,1,3,6,130.9699916805379,192.799208620838,pobre,0,4,600,779,1,36,7,446,30773,0,1
97,0,0,2.3529999,1,7,5,130.9699916805379,192.799208620838,pobre,0,2,625,690,1,45,14,446,30774,7,1
98,0,0,2.3529999,1,7,5,130.9699916805379,192.799208620838,pobre,0,2,625,690,1,45,15,446,30774,7,1
97,1,0,2.3529999,1,6,5,130.9699916805379,192.799208620838,pobre,0,2,625,690,1,45,11,446,30775,6,1
98,1,0,2.3529999,1,6,5,130.9699916805379,192.799208620838,pobre,0,2,625,690,1,45,12,446,30775,6,1
97,1,0,2.3529999,1,7,3,130.9699916805379,192.799208620838,pobre,0,0,0,734,0,55,12,446,30776,7,1
98,1,0,2.3529999,1,7,3,130.9699916805379,192.799208620838,pobre,0,0,0,734,0,55,13,446,30776,7,1
97,1,1,2.3529999,1,3,6,130.9699916805379,192.799208620838,pobre,0,0,750,536,1,32,9,446,30777,3,1
98,1,1,2.3529999,1,3,6,130.9699916805379,192.799208620838,pobre,0,0,750,536,1,32,10,446,30777,3,1
97,0,1,2.3529999,1,0,6,130.9699916805379,192.799208620838,pobre,0,0,750,536,1,32,6,446,30778,0,1
98,0,1,2.3529999,1,1,6,130.9699916805379,192.799208620838,pobre,0,0,750,536,1,32,7,446,30778,0,1
97,1,1,2.3529999,1,7,8,130.9699916805379,192.799208620838,pobre,0,0,0,583,1,71,12,446,30779,7,1
